3610,0
11677,0
33018,0
44323,1
8119,0
38958,0
18496,0
4249,0
2214,0
28848,0
8162,0
42597,0
26974,0
17717,0
29859,0
835,0
37335,0
30641,0
11169,0
39188,0
1899,0
18117,0
26220,0
25406,0
12886,0
41072,1
44923,0
37751,1
40556,0
24446,0
42490,0
6981,0
33129,0
1145,0
6294,0
24784,0
15064,0
41793,1
44871,1
6830,0
7234,0
36388,0
4921,0
39917,0
23264,0
8930,0
43307,1
37872,0
16630,0
3310,0
992,0
43783,1
30861,0
4738,0
32710,0
9232,0
44566,0
16415,0
14849,0
24239,0
12797,0
35099,0
9000,0
27852,0
35603,0
42811,0
4361,0
39439,1
22842,0
23319,0
934,0
16655,0
24281,0
14107,0
27560,0
6882,0
1781,0
33145,0
18073,0
34022,0
26217,0
9346,0
10668,0
40654,0
391,0
10916,0
40942,1
1477,0
44717,1
40499,0
18548,0
42907,0
25141,0
23160,0
17472,0
7502,0
4323,0
5201,0
27365,0
14404,0
18325,0
16046,0
18482,0
1197,0
1000,0
5092,0
19826,0
28854,0
7929,0
4014,0
2532,0
39156,0
26140,0
7921,0
35554,0
44882,0
5576,0
18230,0
35029,0
7194,0
29865,1
36650,0
1718,0
14890,0
6135,0
29854,0
7030,0
19754,0
29958,0
43084,1
3514,0
42540,1
39013,0
4958,0
16624,0
41331,0
42933,1
16225,0
38407,0
37444,0
2649,0
27641,0
21868,0
28687,0
38144,0
23891,0
11370,0
10257,0
35782,0
12480,0
17309,0
27943,0
31080,1
349,0
33355,0
14591,1
38550,0
121,0
8110,0
14665,0
23766,0
4317,0
33567,0
17718,0
14242,0
15257,0
28326,0
793,0
4781,0
9420,0
27357,0
41224,0
819,0
8257,0
10284,0
12508,0
27040,0
32308,0
25393,0
38781,0
30364,1
32364,1
3118,0
42521,1
23916,0
33077,0
44766,0
5998,0
10442,1
34101,1
26938,0
4103,0
37504,0
23762,0
37844,0
28637,0
15107,0
14636,0
10124,0
4442,0
19164,0
32685,0
41859,0
41897,0
12928,0
43399,1
11672,0
42738,0
20687,0
23972,0
31193,1
20769,1
42486,0
585,0
20528,0
39305,0
28843,0
27808,0
35064,0
33642,0
12301,0
11397,0
32266,0
27099,0
19656,0
23721,0
9616,0
26575,0
6747,0
39263,0
5235,0
33008,0
15714,0
12953,0
19252,0
7712,0
3259,0
6101,0
13988,0
43017,1
6807,0
35874,0
24749,0
43069,0
2194,0
32883,0
19987,0
9116,0
